ID,Name,Brand,Latitude,Longitude,cate_1,cate_2,cate_3,brand:wikidata,Region_ID,Region,BA_ID,BA
600222415,Coffee Shop - Chicken Rice,Coffee Shop,1.348953,103.93298,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1956,region-1957,198.0,Tampines West
600332523,NTUC FairPrice Finest,NTUC Fairprice,1.301342,103.9071774,shopping,general_store,supermarket,,1885,region-1886,134.0,Marine Parade
602549234,People's Park Food Centre Blk 32,People's Park Food Centre Blk 32,1.284959,103.8425704,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1820,region-1821,77.0,Pearl'S Hill
610732194,Burger King,Burger King,1.3021723,103.8527679,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q177054,1871,region-1872,125.0,Bencoolen
610732258,McDonald's,McDonald's,1.301261,103.8550421,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1871,region-1872,119.0,Victoria
610732291,Burger King,Burger King,1.3003144,103.8552471,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q177054,1871,region-1872,119.0,Victoria
610738058,FilmGarde Bugis+,Film Garde Cineplex,1.2997852,103.8541333,recreation,arts_venue,performance_venue,,1871,region-1872,119.0,Victoria
610738130,Cold Storage,Cold Storage,1.3001235,103.8560555,shopping,general_store,supermarket,Q5142390,1683,region-1684,118.0,Bugis
615151178,Terror Club,Terror Club,1.4588211,103.8292889,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2028,region-2029,320.0,Sembawang Straits
617951790,The Patio,The Pit,1.4533402,103.8322854,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2028,region-2029,320.0,Sembawang Straits
650025292,Brewerkz,Brewerkz,1.2896733,103.8439308,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,1725,region-1726,83.0,Clarke Quay
670229356,NTUC Fairprice,NTUC,1.2925348,103.8113068,shopping,general_store,supermarket,,2013,region-2014,132.0,Margaret Drive
670230414,Unity,Unity,1.2925693,103.8107091,medical,medical_retail,pharmacy,,2013,region-2014,132.0,Margaret Drive
671080855,7-Eleven,7-Eleven,1.3002758,103.8522661,shopping,general_store,convenience_store,Q259340,1871,region-1872,119.0,Victoria
671205205,McDonald's,McDonald's,1.3040423,103.8021608,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,2013,region-2014,132.0,Margaret Drive
673992964,McDonald's,McDonald's,1.3223758,103.8136207,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,2035,region-2036,180.0,Tyersall
673994927,Alexandra Post Office,Singapore Post,1.291463,103.8198739,life_service,postal_service,post_office,,2013,region-2014,87.0,Alexandra North
679648814,The Cheese Prata Shop,The Cheese Shop,1.2928553,103.7685707,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1988,region-1989,84.0,Pasir Panjang 1
679648984,McDonald's,McDonald's,1.2975686,103.7633424,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1764,region-1765,116.0,Port
679649210,NTUC Fairprice,NTUC Fairprice,1.3128156,103.7658379,shopping,general_store,supermarket,,1807,region-1808,169.0,Clementi Central
682556848,NTUC Fairprice,NTUC Fairprice,1.2812832,103.8100855,shopping,general_store,supermarket,,1909,region-1910,66.0,Depot Road
687602963,The Tea Party,The Tea Affair,1.2992744,103.7752389,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1988,region-1989,122.0,National University Of S'Pore
687602970,The Terrace,Tea Tree Cafe,1.294268,103.7743689,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1988,region-1989,122.0,National University Of S'Pore
687602981,Subway,Subway,1.2986393,103.7748959,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q244457,1988,region-1989,122.0,National University Of S'Pore
694130820,Coffee Express,Coffee Shop,1.3695931,103.9572551,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1994,region-1995,213.0,Pasir Ris Drive
694833627,KPT,KPT,1.3703592,103.9581207,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1994,region-1995,213.0,Pasir Ris Drive
694834568,OCBC ATM,OCBC,1.368947,103.958621,life_service,financial_service,atm,,1994,region-1995,213.0,Pasir Ris Drive
694835044,POSB ATM,POSB ATM,1.368838,103.958958,life_service,financial_service,atm,,1994,region-1995,213.0,Pasir Ris Drive
775915335,Cheers,Cheers,1.4489312,103.8200046,shopping,general_store,convenience_store,,1875,region-1876,365.0,Sembawang Central
775915336,Cheers,Cheers,1.4481249,103.8190277,shopping,general_store,convenience_store,,1875,region-1876,365.0,Sembawang Central
775915337,Cold Storage,Cold Storage,1.4528214,103.8169513,shopping,general_store,convenience_store,,2028,region-2029,374.0,Sembawang North
775915340,Starbucks,Starbucks,1.4479064,103.8194535,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1875,region-1876,365.0,Sembawang Central
775915341,Sushi Express,Sushi Express,1.4478747,103.819345,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1875,region-1876,365.0,Sembawang Central
775915342,Ajisen Ramen,Ajisen Ramen,1.4419163,103.8251964,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1872,region-1873,361.0,Sembawang Springs
775915343,Giant,Giant,1.441726,103.8250677,shopping,general_store,supermarket,,1872,region-1873,361.0,Sembawang Springs
775915344,Daiso Japan,Daiso,1.4417796,103.8252286,shopping,general_store,general_goods_store,Q866991,1872,region-1873,361.0,Sembawang Springs
775915346,NTUC Fairprice,NTUC Fairprice,1.4495608,103.8186291,shopping,general_store,supermarket,,2028,region-2029,365.0,Sembawang Central
775915349,Chick A Boo,Chic A Boo,1.4418864,103.8245461,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1872,region-1873,361.0,Sembawang Springs
775915351,Aston's,Astons,1.4418638,103.8247615,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1872,region-1873,361.0,Sembawang Springs
775915352,McDonald's,McDonald's,1.4483884,103.8198881,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1875,region-1876,365.0,Sembawang Central
775915353,NTUC Fairprice,NTUC Fairprice,1.4479385,103.8195511,shopping,general_store,supermarket,,1875,region-1876,365.0,Sembawang Central
775915361,KFC,KFC,1.4478449,103.8192274,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q524757,1875,region-1876,365.0,Sembawang Central
783666675,Bistro Lab,BistroG,1.3438352,103.9318335,food_and_beverage,beverage_shop,coffee_and_tea_shop,,2019,region-2020,198.0,Tampines West
783666678,The Flavours,Flavours @UTown,1.3447381,103.9342643,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2019,region-2020,198.0,Tampines West
783666680,POSB ATM,POSB ATM,1.3459106,103.9323699,life_service,financial_service,atm,,2019,region-2020,198.0,Tampines West
849573499,Citibank,Citibank,1.360166,103.7674561,life_service,financial_service,atm,,2008,region-2009,223.0,Nature Reserve
849573518,Railmall ATM,RHB Bank,1.359457,103.767547,life_service,financial_service,atm,,2008,region-2009,223.0,Nature Reserve
888243389,Cold Storage,Cold Storage,1.3176941,103.7859561,shopping,general_store,supermarket,,1977,region-1978,173.0,Ulu Pandan
893018192,7-Eleven,7-Eleven,1.370052,103.957437,shopping,general_store,convenience_store,Q259340,1994,region-1995,213.0,Pasir Ris Drive
911553978,Canteen 4,Canteen,1.3327038,103.7712425,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1983,region-1984,246.0,Anak Bukit
956600609,Prime,Prime,1.3588218,103.7504894,shopping,general_store,supermarket,,2027,region-2028,206.0,Hong Kah North
956607185,7-Eleven,7-Eleven,1.3566164,103.7523068,shopping,general_store,convenience_store,Q259340,2027,region-2028,221.0,Guilin
960113112,Chang cheng mee wah,Chang Cheng,1.298613,103.8515987,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1917,region-1918,119.0,Victoria
965693389,Boon Tong Kee チキンライス,chicken rice,1.2951297,103.8294694,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q5363430,1769,region-1770,126.0,Chatsworth
965876975,7-Eleven,7-Eleven,1.2472577,103.8396172,shopping,general_store,convenience_store,Q259340,2020,region-2021,39.0,Sentosa 1
966511549,McDonald's,McDonald's,1.3486942,103.6976457,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1850,region-1851,258.0,Yunnan
966512317,KFC,KFC,1.348533,103.698708,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q524757,1850,region-1851,258.0,Yunnan
966688739,Giant,Giant,1.3416023,103.6969558,shopping,general_store,supermarket,,1851,region-1852,244.0,Jurong West Central
966688950,McDonald's,McDonald's,1.3415125,103.6970389,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1851,region-1852,244.0,Jurong West Central
966690602,Sheng Siong,Sheng Siong,1.3255871,103.7251859,shopping,general_store,supermarket,Q3481878,2022,region-2023,238.0,Taman Jurong
966690852,McDonald's,McDonald's,1.3261328,103.7243864,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,2022,region-2023,238.0,Taman Jurong
966690890,KFC,KFC,1.3262281,103.7238288,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q524757,2022,region-2023,238.0,Taman Jurong
971852583,Siam Society,Siam Society,1.3475169,103.867461,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1945,region-1946,259.0,Lorong Chuan
1025858108,GV Jurong Point,Golden Village,1.3399855,103.7062119,recreation,arts_venue,performance_venue,,1818,region-1819,244.0,Jurong West Central
1029132195,Starbucks,Starbucks,1.3388938,103.705622,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,1818,region-1819,244.0,Jurong West Central
1029132197,Jurong Point Post Office,Singapore Post,1.3400938,103.7062836,life_service,postal_service,post_office,,1818,region-1819,244.0,Jurong West Central
1029132216,Popeyes,Popeyes,1.3388366,103.7054554,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q1330910,1818,region-1819,244.0,Jurong West Central
1029132221,Burger King,Burger King,1.3387188,103.7051119,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q177054,1818,region-1819,244.0,Jurong West Central
1080233739,Coffee Shops,Coffee Shop,1.3066948,103.8003488,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1912,region-1913,93.0,Commonwealth
1094730855,Adstragold,Adstra Gold Microbrewery,1.2952867,103.8524159,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,1918,region-1919,113.0,City Hall
1098821707,Prime Supermarket,Prime Supermarket,1.3417008,103.6912824,shopping,general_store,supermarket,,1985,region-1986,258.0,Yunnan
1099727750,7-Eleven,7-Eleven,1.3418641,103.7027677,shopping,general_store,convenience_store,Q259340,1851,region-1852,244.0,Jurong West Central
1107464790,Killiney Kopitiam,Killiney Kopitiam,1.3138534,103.9889459,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1993,region-1994,337.0,Changi Airport
1107465018,Temptations Food & Snacks,Temptations Food & Snacks,1.314404,103.988834,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1993,region-1994,337.0,Changi Airport
1125772346,Saizeriya,Saizeriya,1.3658708,103.7502344,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2027,region-2028,206.0,Hong Kah North
1125787979,Pines Cafe,Pines Cafe,1.3344354,103.8427357,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1936,region-1937,146.0,Toa Payoh Central
1126074401,Sheng Siong,Sheng Siong,1.3221125,103.738207,shopping,general_store,supermarket,,2017,region-2018,187.0,Teban Gardens
1126074409,NTUC Fairprice,NTUC Fairprice,1.3205044,103.7426546,shopping,general_store,supermarket,,2017,region-2018,187.0,Teban Gardens
1129421955,Sakae Sushi,Sakae Sushi,1.3402702,103.7042445,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q14955169,1818,region-1819,244.0,Jurong West Central
1129421998,POSB,POSB,1.3390904,103.7063689,life_service,financial_service,bank,,1818,region-1819,244.0,Jurong West Central
1129422014,OCBC,OCBC,1.3397366,103.706731,life_service,financial_service,bank,,1818,region-1819,244.0,Jurong West Central
1205809974,Carl's Jr.,Carl's Jr.,1.3404245,103.706438,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q1043486,1818,region-1819,244.0,Jurong West Central
1207250739,Tennis Court,Tennis Court,1.3074882,103.7788369,sports,sports_facility,racket_sports_facility,,1973,region-1974,168.0,Singapore Polytechnic
1207251115,Food Court 2,Food court,1.3092091,103.7811442,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1973,region-1974,168.0,Singapore Polytechnic
1207253356,Tennis Court,Tennis Court,1.3078423,103.7781591,sports,sports_facility,racket_sports_facility,,1973,region-1974,168.0,Singapore Polytechnic
1244322599,"Café@Moberly, Student Hub@Moberly","Café@Moberly, Student Hub@Moberly",1.3080582,103.7784074,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1973,region-1974,168.0,Singapore Polytechnic
1249740583,Photocopy Shop,Photocopy Shop,1.3086056,103.7803706,life_service,general_service,printing_service,,1973,region-1974,168.0,Singapore Polytechnic
1264537429,Cold Storage,Cold Storage,1.3215309,103.9555771,shopping,general_store,supermarket,,2015,region-2016,192.0,Bedok South
1264721121,Giant,Giant,1.3586036,103.7492177,shopping,general_store,supermarket,,2027,region-2028,206.0,Hong Kah North
1275482845,Starbucks,Starbucks,1.3064544,103.8324156,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,2035,region-2036,106.0,Boulevard
1275651889,7-Eleven,7-Eleven,1.3020071,103.8533261,shopping,general_store,convenience_store,Q259340,1871,region-1872,119.0,Victoria
1278204291,Coffee Club,Coffee Culture,1.3050836,103.8312388,food_and_beverage,beverage_shop,coffee_and_tea_shop,,2035,region-2036,106.0,Boulevard
1315694193,ESSO,Esso,1.3282744,103.9396206,transportation,vehicle_maintenance,vehicle_fuel_station,,1815,region-1816,145.0,Bedok North
1315694304,SPC Bedok,SPC,1.3279084,103.9397106,transportation,vehicle_maintenance,vehicle_fuel_station,,1815,region-1816,145.0,Bedok North
1315774069,NTUC Fairprice,NTUC Fairprice,1.3257807,103.9316518,shopping,general_store,supermarket,,1996,region-1997,145.0,Bedok North
1315774092,Bedok Central Post Office,Singapore Post,1.3273451,103.9337867,life_service,postal_service,post_office,,1996,region-1997,145.0,Bedok North
1315774131,Sheng Siong,Sheng Siong,1.3244426,103.9310966,shopping,general_store,supermarket,,1996,region-1997,145.0,Bedok North
1315774300,Saizeriya,Saizeriya,1.324688,103.9323532,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1996,region-1997,145.0,Bedok North
1316097225,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf,1.2512356,103.8177296,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q1141384,2020,region-2021,39.0,Sentosa 1
1318605429,McDonald's,McDonald's,1.2748834,103.846034,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1873,region-1874,56.0,Tanjong Pagar
1318610013,Boulevard,Boulevard,1.2776691,103.8460375,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,1873,region-1874,56.0,Tanjong Pagar
1345464552,Clementi Central Post Office,Singapore Post,1.3152392,103.7645557,life_service,postal_service,post_office,,1807,region-1808,169.0,Clementi Central
1346561437,Bukit Timah Post Office,Singapore Post,1.3406864,103.7717416,life_service,postal_service,post_office,,1974,region-1975,246.0,Anak Bukit
1360661248,MOS Burger,MOS Burger,1.2936708,103.859488,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q1204169,1997,region-1998,110.0,Marina Centre
1373486122,Station 51,Station 51,1.2870415,103.8493524,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,1918,region-1919,78.0,Boat Quay
1376336836,Singapore American School Kindergarten,Singapore American School,1.4264449,103.7761582,education,non_formal_education,childcare_centre,,1950,region-1951,345.0,Woodgrove
1386255330,Starbucks,Starbucks,1.3055489,103.7728511,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1973,region-1974,94.0,Dover
1394653721,The Bread Board,The Bread Board,1.3466896,103.9301663,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2019,region-2020,198.0,Tampines West
1395064097,Lorong 4 Blk 93 Market and Hawker Centre,Lorong 4 Blk 93 Market and Hawker Centre,1.338447,103.84944,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1898,region-1899,235.0,Braddell
1396652467,A,A&A,1.3042532,103.7726035,life_service,financial_service,atm,,1973,region-1974,94.0,Dover
1396677528,Flavours @UTown,Flavours @UTown,1.3045481,103.7728342,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1973,region-1974,94.0,Dover
1427272807,Cheers,Cheers,1.2834881,103.8348084,shopping,general_store,convenience_store,Q64154066,1845,region-1846,72.0,Tiong Bahru
1493817405,Cold Storage,Cold Storage,1.2932215,103.8268848,shopping,general_store,supermarket,,1769,region-1770,126.0,Chatsworth
1531015637,OCBC Bank,OCBC,1.3524843,103.8700923,life_service,financial_service,atm,Q2042423,1945,region-1946,196.0,Serangoon Central
1553397915,Medical/Science Library,Medical/Science Library,1.2951884,103.7800984,education,informal_education,library,,1988,region-1989,122.0,National University Of S'Pore
1558126659,NTUC FairPrice Finest,NTUC Fairprice,1.3154771,103.7644034,shopping,general_store,supermarket,Q6955519,1807,region-1808,169.0,Clementi Central
1558128566,DBS Clementi Branch,DBS,1.3136215,103.7647868,life_service,financial_service,bank,,1807,region-1808,169.0,Clementi Central
1558128578,Food court,Food court,1.3208952,103.7672196,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1983,region-1984,184.0,Clementi North
1558128580,Food court,Food court,1.3211606,103.76671,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1983,region-1984,184.0,Clementi North
1563387442,NTUC Fairprice,NTUC Fairprice,1.350271,103.8485161,shopping,general_store,supermarket,Q6955519,1957,region-1958,197.0,Bishan East
1570710893,Kopitiam,Kopitiam,1.3076462,103.8628073,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1852,region-1853,165.0,Lavender
1570710940,McDonald's,McDonald's,1.3075121,103.8626356,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1852,region-1853,165.0,Lavender
1570743839,Yong Bak Kut Teh,Bak kut teh,1.3979819,103.8185333,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1976,region-1977,316.0,Springleaf
1572429498,No Signboard Seafood Restaurant,No Signboard Seafood,1.289084,103.8556767,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1997,region-1998,110.0,Marina Centre
1573776644,NTUC Fairprice,NTUC Fairprice,1.3238372,103.8557907,shopping,general_store,supermarket,Q6955519,1922,region-1923,194.0,Balestier
1573778367,Cheers,Cheers,1.3212284,103.853153,shopping,general_store,convenience_store,Q64154066,1922,region-1923,194.0,Balestier
1573778377,Cheers,Cheers,1.3231601,103.8525023,shopping,general_store,convenience_store,Q64154066,1922,region-1923,194.0,Balestier
1578145652,Guardian,Guardian,1.3040836,103.7653711,medical,medical_retail,pharmacy,,1858,region-1859,100.0,Clementi Woods
