ID,Name,Brand,Latitude,Longitude,cate_1,cate_2,cate_3,brand:wikidata,Region_ID,District,Region
313856295,Mercedes-Benz,Mercedes-Benz,35.615945,139.6366384,transportation,vehicle_sale,vehicle_sale_shop,Q36008,1366,世田谷区,上野毛四丁目
313856308,ENEOS,ENEOS,35.6099682,139.6389302,transportation,vehicle_maintenance,vehicle_fuel_station,,1364,世田谷区,上野毛二丁目
313856310,IDEMITSU,IDEMITSU,35.6091625,139.6398415,transportation,vehicle_maintenance,vehicle_fuel_station,,1363,世田谷区,上野毛一丁目
313856315,JOMO,JOMO,35.606626,139.6412188,transportation,vehicle_maintenance,vehicle_fuel_station,,1521,世田谷区,野毛一丁目
313887216,Johoku Shinkin,Johoku Shinkin,35.7660831,139.73832,life_service,financial_service,bank,,1990,北区,王子五丁目
313887231,LAWSON STORE100,LAWSON STORE 100,35.765785,139.7370949,shopping,general_store,convenience_store,Q11350960,1990,北区,王子五丁目
313887353,Aiya,Aiya,35.7649728,139.7354605,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,1990,北区,王子五丁目
313887355,Yoshinoya,Yoshinoya,35.7650599,139.7359965,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q776272,1990,北区,王子五丁目
318589907,SHELL,Shell,35.6713025,139.6570274,transportation,vehicle_maintenance,vehicle_fuel_station,,1324,世田谷区,大原二丁目
318662604,Denny's,Denny's,35.6338955,139.6239242,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q11320661,1372,世田谷区,上用賀六丁目
318662605,Mitsubishi,Mitsubishi,35.6329422,139.6245641,transportation,vehicle_sale,vehicle_sale_shop,Q36033,1372,世田谷区,上用賀六丁目
318662618,Lexus,Lexus,35.62957,139.6260752,transportation,vehicle_sale,vehicle_sale_shop,Q35919,1371,世田谷区,上用賀五丁目
318662649,7-Eleven,7-Eleven,35.6079527,139.6517229,shopping,general_store,convenience_store,Q259340,1511,世田谷区,等々力四丁目
318662852,Lawson,LAWSON,35.6362074,139.6537484,shopping,general_store,convenience_store,Q1557223,1504,世田谷区,弦巻二丁目
318662888,Denny's,Denny's,35.6377698,139.6573563,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1417,世田谷区,駒沢二丁目
318663135,7-Eleven,7-Eleven,35.6501607,139.6633852,shopping,general_store,convenience_store,Q259340,1572,世田谷区,若林二丁目
318826513,Cosmo,Cosmo,35.6787683,139.6887986,transportation,vehicle_maintenance,vehicle_fuel_station,Q2498318,1652,渋谷区,代々木四丁目
318826742,Sunkus,Sunkus,35.688341,139.6808317,shopping,general_store,convenience_store,,1643,渋谷区,本町三丁目
318826761,7-Eleven,7-Eleven,35.6882496,139.6798876,shopping,general_store,convenience_store,Q259340,1644,渋谷区,本町四丁目
318831775,ThreeF,Three F,35.6867635,139.6750717,shopping,general_store,convenience_store,,1722,中野区,南台一丁目
318831839,7-Eleven,7-Eleven,35.685691,139.666342,shopping,general_store,convenience_store,Q259340,1724,中野区,南台三丁目
318831957,7-Eleven,7-Eleven,35.6905712,139.665248,shopping,general_store,convenience_store,Q259340,1876,杉並区,和田一丁目
318832025,FamilyMart,FamilyMart,35.6908305,139.667289,shopping,general_store,convenience_store,Q1191685,1735,中野区,弥生町五丁目
318832136,FamilyMart,FamilyMart,35.6914598,139.6782222,shopping,general_store,convenience_store,Q1191685,1731,中野区,弥生町一丁目
340381521,SMBC,SMBC,35.6203128,139.7778844,life_service,financial_service,bank,,735,江東区,青海二丁目
340381530,FamilyMart,FamilyMart,35.6462845,139.7087308,shopping,general_store,convenience_store,Q1191685,1587,渋谷区,恵比寿南一丁目
340381533,peacock,Peacock,35.648295,139.7084955,shopping,general_store,supermarket,,1585,渋谷区,恵比寿西一丁目
340381540,Dagashi Bar,駄菓子Bar,35.6475097,139.7076914,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1585,渋谷区,恵比寿西一丁目
340381602,Natural Lawson,NATURAL LAWSON,35.6460475,139.7064263,shopping,general_store,convenience_store,Q11323850,1589,渋谷区,恵比寿南三丁目
340381638,みずほ銀行,みずほ銀行,35.6475472,139.7089266,life_service,financial_service,atm,,1585,渋谷区,恵比寿西一丁目
340381659,Peacock store,Peacock Store,35.645375,139.7079872,shopping,general_store,supermarket,,1588,渋谷区,恵比寿南二丁目
344447268,FamilyMart,FamilyMart,35.616422,139.623643,shopping,general_store,convenience_store,Q1191685,1489,世田谷区,玉川三丁目
348941476,ENEOS,ENEOS,35.6330015,139.638453,transportation,vehicle_maintenance,vehicle_fuel_station,,1435,世田谷区,桜新町二丁目
348941855,NISSAN Prince Tokyo,NISSAN Prince Tokyo,35.6322778,139.6380785,transportation,vehicle_sale,vehicle_sale_shop,,1569,世田谷区,用賀三丁目
349079503,Summit,Summit,35.6505814,139.6671012,shopping,general_store,supermarket,Q11305129,1480,世田谷区,太子堂五丁目
349099139,Lawson,LAWSON,35.6450855,139.6706251,shopping,general_store,convenience_store,Q1557223,1477,世田谷区,太子堂二丁目
349099906,Seiyu,Seiyu,35.6445694,139.6702037,shopping,general_store,supermarket,Q3108542,1479,世田谷区,太子堂四丁目
361105295,Three-F,スリーエフ,35.6079799,139.6471967,shopping,general_store,convenience_store,Q11313419,1509,世田谷区,等々力二丁目
361105332,Three F,Three F,35.6139908,139.6529205,shopping,general_store,convenience_store,Q11313419,1514,世田谷区,等々力七丁目
361185349,ENEOS,ENEOS,35.6290808,139.626229,transportation,vehicle_maintenance,vehicle_fuel_station,Q1640290,1371,世田谷区,上用賀五丁目
364583953,7-Eleven,7-Eleven,35.621246,139.6305985,shopping,general_store,convenience_store,Q259340,1459,世田谷区,瀬田四丁目
364584109,7-Eleven,7-Eleven,35.6238964,139.6320355,shopping,general_store,convenience_store,Q259340,1492,世田谷区,玉川台二丁目
364612284,FamilyMart,FamilyMart,35.6313366,139.6504558,shopping,general_store,convenience_store,Q1191685,1446,世田谷区,新町三丁目
366513163,Lawson Store 100,LAWSON STORE 100,35.6127534,139.7442377,shopping,general_store,convenience_store,Q11350960,998,品川区,南品川二丁目
380533962,Patissier Inamura Shozo,Patissier Inamura Shozo,35.7229473,139.7734461,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,552,台東区,上野桜木二丁目
393075631,EXELCIOR,EXELCIOR,35.6439454,139.7486585,food_and_beverage,beverage_shop,coffee_and_tea_shop,,289,港区,芝浦三丁目
393075655,Lawson,LAWSON,35.6430821,139.7466631,shopping,general_store,convenience_store,Q1557223,289,港区,芝浦三丁目
393160000,Lawson,LAWSON,35.6293266,139.7427552,shopping,general_store,convenience_store,Q1557223,206,港区,港南二丁目
393160001,Sukiya,Sukiya,35.629364,139.7420695,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q6137375,206,港区,港南二丁目
393160002,Yoshinoya,Yoshinoya,35.62905,139.7421013,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q776272,206,港区,港南二丁目
410467934,高井戸警察署 泉南交番,高井戸警察署泉南交番,35.6755147,139.6581937,life_service,government_service,security,,1757,杉並区,和泉一丁目
410495650,7-Eleven,7-Eleven,35.7113512,139.7450721,shopping,general_store,convenience_store,Q259340,467,文京区,小石川四丁目
410543406,コモディ イイダ,コモディイイダ,35.681853,139.6280401,shopping,general_store,supermarket,,1850,杉並区,浜田山三丁目
410543689,FamilyMart,FamilyMart,35.6832371,139.6256407,shopping,general_store,convenience_store,,1828,杉並区,高井戸東三丁目
410910305,7-Eleven,7-Eleven,35.6495353,139.6328402,shopping,general_store,convenience_store,Q259340,1409,世田谷区,経堂一丁目
416339852,Uchida,Uchida,35.765238,139.7359267,shopping,household_goods_shop,rennovation_supplies_shop,,1990,北区,王子五丁目
416778205,FamilyMart,FamilyMart,35.7672044,139.7383427,shopping,general_store,convenience_store,Q1191685,1990,北区,王子五丁目
417414182,MOS Burger,MOS Burger,35.7004824,139.74238,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q1204169,443,新宿区,神楽坂一丁目
423149296,FamilyMart,FamilyMart,35.6751121,139.6432153,shopping,general_store,convenience_store,,1768,杉並区,永福二丁目
423150718,7-Eleven,7-Eleven,35.6784838,139.6353837,shopping,general_store,convenience_store,Q259340,1769,杉並区,永福三丁目
423882752,7-Eleven,7-Eleven,35.6843487,139.6272453,shopping,general_store,convenience_store,Q259340,1850,杉並区,浜田山三丁目
426862843,杉並和泉二郵便局,杉並和泉郵便局,35.674565,139.6514767,life_service,postal_service,post_office,,1758,杉並区,和泉二丁目
426880296,FamilyMart,FamilyMart,35.759712,139.6740954,shopping,general_store,convenience_store,Q1191685,2174,板橋区,桜川三丁目
426887255,7-Eleven,7-Eleven,35.7632704,139.6761475,shopping,general_store,convenience_store,Q259340,2158,板橋区,上板橋一丁目
426890444,FamilyMart,FamilyMart,35.7638917,139.6763421,shopping,general_store,convenience_store,Q1191685,2197,板橋区,常盤台四丁目
426893504,Koban,Koban,35.763517,139.6770326,life_service,government_service,security,,2197,板橋区,常盤台四丁目
426898023,FamilyMart,FamilyMart,35.6688918,139.6514345,shopping,general_store,convenience_store,Q1191685,1550,世田谷区,松原一丁目
426898734,Matsuya,Matsuya,35.6685794,139.6506633,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q848773,1550,世田谷区,松原一丁目
426898815,FamilyMart,FamilyMart,35.670003,139.650612,shopping,general_store,convenience_store,Q1191685,1550,世田谷区,松原一丁目
427504750,7-Eleven,7-Eleven,35.6629667,139.6550113,shopping,general_store,convenience_store,Q259340,1554,世田谷区,松原五丁目
427631377,7-Eleven,7-Eleven,35.6625353,139.6656408,shopping,general_store,convenience_store,Q259340,1383,世田谷区,北沢二丁目
428007089,FamilyMart,FamilyMart,35.7080177,139.7230609,shopping,general_store,convenience_store,Q1191685,391,新宿区,早稲田鶴巻町
428007110,FamilyMart,FamilyMart,35.7080396,139.7204776,shopping,general_store,convenience_store,Q1191685,388,新宿区,戸塚町一丁目
428024369,Merci,Merci,35.7065285,139.7205233,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,384,新宿区,馬場下町
428421380,FamilyMart,FamilyMart,35.6699248,139.6422947,shopping,general_store,convenience_store,,1767,杉並区,永福一丁目
428422436,三菱東京UFJ銀行,三菱東京UFJ銀行,35.676158,139.6442382,life_service,financial_service,bank,,1759,杉並区,和泉三丁目
428795334,7-Eleven,7-Eleven,35.6654005,139.6387572,shopping,general_store,convenience_store,Q259340,1306,世田谷区,赤堤五丁目
428797889,Inageya,Inageya,35.6691633,139.6342929,shopping,general_store,supermarket,,1812,杉並区,下高井戸二丁目
428802347,MUFG Bank,MUFG Bank,35.6814915,139.6282125,life_service,financial_service,bank,Q988284,1850,杉並区,浜田山三丁目
428802455,から好し,から好し,35.6816901,139.6277456,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1850,杉並区,浜田山三丁目
429242757,Lawson,LAWSON,35.661553,139.6659784,shopping,general_store,convenience_store,Q1557223,1383,世田谷区,北沢二丁目
429247008,FamilyMart,FamilyMart,35.662354,139.6601132,shopping,general_store,convenience_store,Q1191685,1484,世田谷区,代田四丁目
429247255,Lawson･Three F,LAWSON･Three F,35.66237,139.6556153,shopping,general_store,convenience_store,Q24866804,1554,世田谷区,松原五丁目
429706628,Starbucks,Starbucks,35.6690479,139.6500268,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,1551,世田谷区,松原二丁目
429706665,FamilyMart,FamilyMart,35.6691606,139.6497616,shopping,general_store,convenience_store,Q1191685,1551,世田谷区,松原二丁目
430070359,jonathan's,Jonathan's,35.6842219,139.6276471,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1850,杉並区,浜田山三丁目
430071012,BMW Tokyo,BMW Tokyo,35.683988,139.6281565,transportation,vehicle_sale,vehicle_sale_shop,,1850,杉並区,浜田山三丁目
430079463,NISSAN Prince Tokyo,日産プリンス東京販売,35.6814488,139.6329612,transportation,vehicle_sale,vehicle_sale_shop,Q11509769,1850,杉並区,浜田山三丁目
430079600,FamilyMart,FamilyMart,35.6806189,139.6348325,shopping,general_store,convenience_store,,1850,杉並区,浜田山三丁目
430084245,7-Eleven,7-Eleven,35.6634884,139.6498471,shopping,general_store,convenience_store,Q259340,1554,世田谷区,松原五丁目
430093033,FamilyMart,FamilyMart,35.6533521,139.6467895,shopping,general_store,convenience_store,Q1191685,1414,世田谷区,豪徳寺一丁目
430097226,Odakyu OX,Odakyu OX,35.6522377,139.6387702,shopping,general_store,supermarket,,1566,世田谷区,宮坂三丁目
430097766,Mizuho Bank,Mizuho Bank,35.6519654,139.6375555,life_service,financial_service,bank,Q2882956,1566,世田谷区,宮坂三丁目
430168987,Gyoza no Ohsho,Gyoza no Ohsho,35.7170295,139.7367943,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q11666805,474,文京区,小日向四丁目
431618524,Muji,Muji,35.6618594,139.6665565,shopping,general_store,department_store,Q708789,1383,世田谷区,北沢二丁目
432618940,Lawson,LAWSON,35.6497801,139.6237386,shopping,general_store,convenience_store,Q1557223,1543,世田谷区,船橋一丁目
433592579,McDonald's,McDonald's,35.6611654,139.6677152,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1383,世田谷区,北沢二丁目
433729381,Matsukiyo,Matsukiyo,35.676448,139.6441344,medical,medical_retail,pharmacy,Q8014776,1759,杉並区,和泉三丁目
440081497,WELCIA,Welcia,35.6919534,139.6416727,medical,medical_retail,pharmacy,,1834,杉並区,成田東一丁目
440090590,Inageya,Inageya,35.697527,139.645341,shopping,general_store,supermarket,Q17193392,1766,杉並区,梅里二丁目
440104916,Lawson,LAWSON,35.7004319,139.6359168,shopping,general_store,convenience_store,Q1557223,1746,杉並区,阿佐谷南一丁目
440116505,Mizuho Bank,Mizuho Bank,35.6997674,139.6353187,life_service,financial_service,bank,Q2882956,1748,杉並区,阿佐谷南三丁目
441509760,Gusto,Gusto,35.5869737,139.6726848,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1199,大田区,田園調布一丁目
441523546,Three-F,Three F,35.5874746,139.6754337,shopping,general_store,convenience_store,,1204,大田区,田園調布本町
441523578,Three F,Three F,35.5857275,139.680174,shopping,general_store,convenience_store,Q11313419,1162,大田区,北嶺町
441523643,Natural Lawson,NATURAL LAWSON,35.5873713,139.6917755,shopping,general_store,convenience_store,Q11323850,1163,大田区,久が原一丁目
441655802,The Ueno Royal Museum,The Ueno Royal Museum,35.7128522,139.7747663,recreation,arts_venue,art_display_venue,Q11360245,550,台東区,上野公園
441676710,FamilyMart,FamilyMart,35.7426385,139.8129221,shopping,general_store,convenience_store,Q1191685,2563,足立区,千住曙町
442066659,7-Eleven,7-Eleven,35.5982191,139.7105426,shopping,general_store,convenience_store,Q259340,1161,大田区,北馬込二丁目
442128582,7-Eleven,7-Eleven,35.6015044,139.6997412,shopping,general_store,convenience_store,Q259340,1150,大田区,上池台一丁目
442128601,Idemitsu Kosan,Idemitsu Kosan,35.6129835,139.6868083,transportation,vehicle_maintenance,vehicle_fuel_station,Q2216770,1084,目黒区,南三丁目
442128602,Showa Shell Sekiyu,Showa Shell Sekiyu,35.6141809,139.685233,transportation,vehicle_maintenance,vehicle_fuel_station,Q277115,1084,目黒区,南三丁目
442128603,ENEOS,ENEOS,35.6156183,139.6837994,transportation,vehicle_maintenance,vehicle_fuel_station,Q1640290,1083,目黒区,南二丁目
442128608,JOMO,JOMO,35.6205732,139.680087,transportation,vehicle_maintenance,vehicle_fuel_station,,1022,目黒区,柿の木坂一丁目
442128613,ENEOS,ENEOS,35.6194909,139.6787877,transportation,vehicle_maintenance,vehicle_fuel_station,Q1640290,1048,目黒区,平町一丁目
442128616,FamilyMart,FamilyMart,35.6179049,139.6757373,shopping,general_store,convenience_store,Q1191685,1057,目黒区,中根一丁目
442128630,Natural Lawson,NATURAL LAWSON,35.6170021,139.6766902,shopping,general_store,convenience_store,Q11323850,1048,目黒区,平町一丁目
442128637,FamilyMart,FamilyMart,35.6096092,139.676825,shopping,general_store,convenience_store,Q1191685,1079,目黒区,緑が丘一丁目
442128645,ENEOS,ENEOS,35.6084619,139.6728238,transportation,vehicle_maintenance,vehicle_fuel_station,Q1640290,1080,目黒区,緑が丘二丁目
442128706,Denny's,Denny's,35.6141483,139.6665898,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q11320661,1097,目黒区,八雲三丁目
442165484,FamilyMart,FamilyMart,35.5961334,139.6700317,shopping,general_store,convenience_store,,1200,大田区,田園調布二丁目
443638567,Yellow Hat,Yellow Hat,35.7779317,139.7704979,transportation,vehicle_sale,vehicle_sale_shop,,2629,足立区,西新井本町二丁目
443640144,Super Autobacs,Super Autobacs,35.7687948,139.7304701,transportation,vehicle_maintenance,vehicle_repair_shop,,2005,北区,神谷三丁目
443641592,Autobacs,Autobacs,35.7776199,139.8230181,transportation,vehicle_maintenance,vehicle_parts_shop,Q7886426,2458,足立区,青井五丁目
443666230,Ministop,Ministop,35.6722513,139.6603825,shopping,general_store,convenience_store,Q1038929,1324,世田谷区,大原二丁目
443672048,7-Eleven,7-Eleven,35.6688165,139.6592076,shopping,general_store,convenience_store,Q259340,1324,世田谷区,大原二丁目
443699061,サミットストアー,サミットストアー,35.6866747,139.6229355,shopping,general_store,supermarket,,1829,杉並区,高井戸東四丁目
444314065,佐藤薬局,佐藤薬局,35.7311597,139.7052779,medical,medical_retail,pharmacy,,1932,豊島区,西池袋三丁目
448137624,LAWSON,LAWSON,35.6676092,139.6505405,shopping,general_store,convenience_store,,1551,世田谷区,松原二丁目
457661283,7-Eleven,7-Eleven,35.7430063,139.8131583,shopping,general_store,convenience_store,Q259340,2563,足立区,千住曙町
469818509,Matsumotoro,マツモト,35.6737913,139.7558071,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q11104500,37,千代田区,日比谷公園
470283098,Jolly Pasta,Jolly-Pasta,35.742744,139.8135538,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2563,足立区,千住曙町
470283117,Coco's,Coco's,35.7423905,139.8132823,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q11301951,2563,足立区,千住曙町
474605269,FamilyMart,FamilyMart,35.6692143,139.7499649,shopping,general_store,convenience_store,Q1191685,204,港区,虎ノ門一丁目
474605283,7-Eleven,7-Eleven,35.668082,139.7540003,shopping,general_store,convenience_store,Q259340,298,港区,西新橋一丁目
474605284,Tsukishima,Tsukishima,35.667813,139.7543559,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,298,港区,西新橋一丁目
474605288,Samosa,サモサ,35.6677464,139.7543211,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,298,港区,西新橋一丁目
475090867,Yodobashi Camera,Yodobashi Camera,35.691644,139.701891,shopping,miscellaneous_store,electronics_shop,Q168467,354,新宿区,新宿三丁目
475090954,ホテルマイステイズ西新宿,ホテルマイステイズ西新宿,35.694981,139.697342,accomodation,multi_unit_accomodation,hotel,,344,新宿区,西新宿七丁目
475622981,7-Eleven,7-Eleven,35.6556322,139.6532388,shopping,general_store,convenience_store,Q259340,1314,世田谷区,梅丘一丁目
475624695,McDonald's,McDonald's,35.6557227,139.6531334,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,1314,世田谷区,梅丘一丁目
476508225,FamilyMart,FamilyMart,35.7596036,139.6565627,shopping,general_store,convenience_store,Q1191685,2433,練馬区,平和台四丁目
476523624,東京ラーメン 大番,東京ラーメン大番,35.7603418,139.674597,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2174,板橋区,桜川三丁目
476570952,7-Eleven,7-Eleven,35.6832943,139.6553683,shopping,general_store,convenience_store,Q259340,1854,杉並区,堀ノ内一丁目
476571399,FamilyMart,FamilyMart,35.683016,139.655453,shopping,general_store,convenience_store,Q1191685,1760,杉並区,和泉四丁目
476572208,Summit,Summit,35.6830237,139.6558688,shopping,general_store,supermarket,Q11305129,1760,杉並区,和泉四丁目
476658270,Matsunoya,Matsunoya,35.6838079,139.6587127,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1853,杉並区,方南二丁目
480761917,FamilyMart,FamilyMart,35.6524268,139.6377285,shopping,general_store,convenience_store,Q1191685,1566,世田谷区,宮坂三丁目
480777268,YSP杉並南,Yamaha,35.6681059,139.635494,transportation,vehicle_sale,vehicle_sale_shop,,1811,杉並区,下高井戸一丁目
480787235,BOOK OFF,Book Off,35.6822114,139.6264778,shopping,books_and_stationery_shop,book_shop,,1850,杉並区,浜田山三丁目
480796901,ENEOS,ENEOS,35.6674405,139.6374482,transportation,vehicle_maintenance,vehicle_fuel_station,,1811,杉並区,下高井戸一丁目
485608677,7-Eleven,7-Eleven,35.6785818,139.6455275,shopping,general_store,convenience_store,Q259340,1759,杉並区,和泉三丁目
485610250,Esso,Esso,35.682102,139.645081,transportation,vehicle_maintenance,vehicle_fuel_station,Q867662,1759,杉並区,和泉三丁目
497528792,Lawson,LAWSON,35.658303,139.6832455,shopping,general_store,convenience_store,Q1557223,1033,目黒区,駒場一丁目
497529324,FamilyMart,FamilyMart,35.6639636,139.6787354,shopping,general_store,convenience_store,Q1191685,1036,目黒区,駒場四丁目
501205578,Komagome Station Koban,駒込大観音,35.7366848,139.7467579,life_service,government_service,security,,1898,豊島区,駒込二丁目
502929667,7-Eleven,7-Eleven,35.6566422,139.6347012,shopping,general_store,convenience_store,Q259340,1566,世田谷区,宮坂三丁目
502950130,KYGNUS,KYGNUS,35.6570271,139.6234833,transportation,vehicle_maintenance,vehicle_fuel_station,Q11296629,1548,世田谷区,船橋六丁目
504228860,方南交番,方南交番,35.686177,139.656335,life_service,government_service,security,,1853,杉並区,方南二丁目
506092002,Lawson Store 100,LAWSON STORE 100,35.6504449,139.6459023,shopping,general_store,convenience_store,Q11350960,1415,世田谷区,豪徳寺二丁目
506186241,Kintaro-ame,Kintaro-ame,35.7197899,139.7629481,food_and_beverage,dessert_shop,bread_shop,,491,文京区,根津一丁目
506214929,Rosa,ロサ,35.7193721,139.7647897,shopping,general_store,supermarket,,492,文京区,根津二丁目
506214973,Yanaka Community Center,Yanaka Community Center,35.7235628,139.765498,sports,sports_facility,casual_excercise_facility,,619,台東区,谷中二丁目
506214983,Yanaka Coffee,Yanaka Coffee,35.7268789,139.7647679,food_and_beverage,beverage_shop,coffee_and_tea_shop,,620,台東区,谷中三丁目
506214987,Atomu,アトム,35.7275843,139.7663113,food_and_beverage,dessert_shop,bread_shop,,620,台東区,谷中三丁目
508041200,Times24,Times 24th,35.7501759,139.7179528,transportation,tranportation_service,vehicle_parking,,2145,板橋区,板橋四丁目
508482973,Mizuho Bank,Mizuho Bank,35.661831,139.6671802,life_service,financial_service,bank,Q2882956,1383,世田谷区,北沢二丁目
510336751,世田谷消防署 松原出張所,世田谷消防署松原出張所,35.6589635,139.6519018,life_service,government_service,security,,1555,世田谷区,松原六丁目
510629242,Shell,Showa Shell Sekiyu,35.5821808,139.7369042,transportation,vehicle_maintenance,vehicle_fuel_station,Q277115,1136,大田区,大森本町一丁目
519696798,Starbucks,Starbucks,35.6630487,139.667211,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,1383,世田谷区,北沢二丁目
