ID,Name,Brand,Latitude,Longitude,cate_1,cate_2,cate_3,brand:wikidata,Region_ID,District,Region,BA_ID,BA
357585517,Saint Josephs School,Saint Josephs School,40.7628794,-73.9115257,education,formal_education,school,,1484,Queens,Astoria (East)-Woodside (North),52.0,401
357586428,Saint Mary's Star of the Sea School,Saint Mary's Star of the Sea School,40.8545504,-73.7901045,education,formal_education,school,,550,Bronx,Pelham Bay Park,38.0,210
357587272,Saint Ritas School,Saint Ritas School,40.6048264,-74.130976,education,formal_education,school,,1335,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,20.0,502
357587291,Saint Rita School,Saint Ritas School,40.6778811,-73.8818027,education,formal_education,school,,1248,Brooklyn,Cypress Hills,66.0,305
357587704,Saints Simon and Jude School,Saints Simon and Jude School,40.5990091,-73.9739601,education,formal_education,school,,2187,Brooklyn,Gravesend (West),49.0,311
357591100,Staten Island Academy,Staten Island Academy,40.5951015,-74.109411,education,formal_education,school,,2129,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,20.0,502
357594111,United Hebrew Cemetery,United Hebrew Cemetery,40.5667716,-74.1473651,life_service,general_service,cemetery,,1319,Staten Island,Great Kills-Eltingville,13.0,503
357607640,New York City Children's Center Bronx Campus,New York City Children's Center - Brooklyn Campus,40.8464723,-73.8388275,medical,medical_practice,hospital,,2281,Bronx,Hutchinson Metro Center,39.0,211
357609104,Intermediate School 584,Intermediate School 115,40.8148953,-73.9120256,education,formal_education,school,,283,Bronx,Melrose,21.0,201
357611212,Intermediate School 167,Intermediate School 115,40.8391667,-73.88,education,formal_education,school,,1997,Bronx,West Farms,32.0,206
357611235,Intermediate School 115,Intermediate School 115,40.8595622,-73.900457,education,formal_education,school,,2170,Bronx,Fordham Heights,45.0,205
357611665,Esplande Station Bronx Post Office,United States Postal Service,40.8625992,-73.8575831,life_service,postal_service,post_office,Q668687,448,Bronx,Pelham Gardens,39.0,211
357611688,Williamsbridge Station Bronx Post Office,United States Postal Service,40.8772847,-73.865489,life_service,postal_service,post_office,Q668687,482,Bronx,Williamsbridge-Olinville,36.0,212
357611710,Bronx High School of Business,Bronx High School of Visual Art,40.8394148,-73.9111769,education,formal_education,school,,382,Bronx,Mount Eden-Claremont (West),22.0,204
357611717,Bronx High School of Visual Art,Bronx High School of Visual Art,40.860342,-73.8603058,education,formal_education,school,,447,Bronx,Allerton,39.0,211
357611799,Intermediate School 192,Intermediate School 115,40.8269895,-73.8183168,education,formal_education,school,,320,Bronx,Throgs Neck-Schuylerville,38.0,210
357611815,Middle School 206,Middle School 198,40.859619,-73.9063201,education,formal_education,school,,409,Bronx,University Heights (North)-Fordham,46.0,207
357611820,Monroe Academy for Business and Law,Monroe Academy for Visual Arts and Design,40.832025,-73.8786665,education,formal_education,school,,270,Bronx,Soundview-Bruckner-Bronx River,41.0,209
357611824,Monroe Academy for Visual Arts and Design,Monroe Academy for Visual Arts and Design,40.8318832,-73.8786792,education,formal_education,school,,270,Bronx,Soundview-Bruckner-Bronx River,41.0,209
357612110,Fordham Station Bronx Post Office,United States Postal Service,40.8601697,-73.8920841,life_service,postal_service,post_office,Q668687,487,Bronx,Belmont,32.0,206
357612341,Eastchester Station Bronx Post Office,United States Postal Service,40.8682293,-73.8411579,life_service,postal_service,post_office,Q668687,464,Bronx,Eastchester-Edenwald-Baychester,36.0,212
357612355,Immaculate Conception Parochial School,Immaculate Conception Parochial School,40.8761111,-73.8636111,education,formal_education,school,,477,Bronx,Williamsbridge-Olinville,36.0,212
357612669,Saint Francis of Assisi School,Saint Francis of Assisi School,40.8969444,-73.8447222,education,formal_education,school,,530,Bronx,Wakefield-Woodlawn,36.0,212
357616320,Good Shepherd School,Good Shepherd School,40.8693874,-73.9207913,education,formal_education,school,,240,Manhattan,Inwood,7.0,112
357616350,Thurgood Marshall Academy Lower School,Thurgood Marshall Academy Lower School,40.8260271,-73.9380544,education,formal_education,school,,214,Manhattan,Harlem (North),70.0,110
357616357,Saint Elizabeth School,Saint Elizabeths School,40.8533333,-73.9319444,education,formal_education,school,,233,Manhattan,Washington Heights (North),7.0,112
357616420,Mariners Harbor Station Staten Island Post Office,United States Postal Service,40.6369243,-74.1597979,life_service,postal_service,post_office,Q668687,2199,Staten Island,Mariner's Harbor-Arlington-Graniteville,23.0,501
357616551,Gateway Academy,Gateway City Academy,40.5229837,-74.2310061,education,formal_education,school,,1347,Staten Island,Tottenville-Charleston,13.0,503
357616734,Blue Heron Pond Park,Blue Heron Pond Park,40.5311111,-74.1744444,sports,sports_facility,multi_purpose_sports_facility,Q34809240,1333,Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,13.0,503
357617261,Our Lady of Perpetual Help School,Our Lady of Perpetual Help Catholic Academy,40.6790786,-73.824869,education,formal_education,school,,1450,Queens,South Ozone Park,65.0,410
357618139,Most Precious Blood School,Most Precious Blood School,40.7590882,-73.9213947,education,formal_education,school,,2076,Queens,Astoria (Central),52.0,401
357618226,Broadway Station Long Island City Post Office,United States Postal Service,40.7650812,-73.9304218,life_service,postal_service,post_office,Q668687,1435,Queens,Old Astoria-Hallets Point,52.0,401
357618231,United States Post Office,United States Postal Service,40.7842852,-73.8473592,life_service,postal_service,post_office,Q668687,1881,Queens,College Point,25.0,407
357618253,Hooters,Hooters,40.7408217,-73.784295,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1966,Queens,Fresh Meadows-Utopia,68.0,408
357618278,Kew Gardens Hills Post Office,United States Postal Service,40.7232445,-73.8196483,life_service,postal_service,post_office,Q668687,1840,Queens,Kew Gardens Hills,68.0,408
357618288,Little Neck Station Flushing Post Office,United States Postal Service,40.7684633,-73.7371733,life_service,postal_service,post_office,Q668687,1987,Queens,Douglaston-Little Neck,14.0,411
357618311,Pomonok Station Flushing Post Office,United States Postal Service,40.7305097,-73.8101922,life_service,postal_service,post_office,Q668687,1955,Queens,Pomonok-Electchester-Hillcrest,68.0,408
357618346,Sunnyside Station Long Island City Post Office,United States Postal Service,40.7425,-73.9205556,life_service,postal_service,post_office,Q668687,1516,Queens,Sunnyside,58.0,402
357618392,Clearview Park,Clearview Park,40.7827778,-73.7886111,sports,sports_facility,multi_purpose_sports_facility,Q34818321,2293,Queens,Bay Terrace-Clearview,25.0,407
357618399,Dubos Point Wildlife Sanctuary,Dubos Point Wildlife Sanctuary,40.6003736,-73.7905224,sports,sports_facility,multi_purpose_sports_facility,,1891,Queens,Rockaway Beach-Arverne-Edgemere,12.0,414
357618425,Roy Wilkins Southern Queens Park,Roy Wilkins Southern Queens Park,40.6869444,-73.7727778,sports,sports_facility,multi_purpose_sports_facility,,2072,Queens,St. Albans,69.0,412
357618428,Udall's Cove Park,Udall's Cove Park,40.7786111,-73.7461111,sports,sports_facility,multi_purpose_sports_facility,Q49572999,2059,Queens,Douglaston-Little Neck,,
357618584,USPS,United States Postal Service,40.682496,-73.9626877,life_service,postal_service,post_box,Q668687,698,Brooklyn,Clinton Hill,19.0,302
357618608,USPS,United States Postal Service,40.6438331,-73.9794601,life_service,postal_service,post_box,Q668687,946,Brooklyn,Kensington,50.0,312
357619373,West New Brighton Station Staten Island Post Office,United States Postal Service,40.634784,-74.1163221,life_service,postal_service,post_office,Q668687,1300,Staten Island,West New Brighton-Silver Lake-Grymes Hill,23.0,501
357619489,Intermediate School 302,Intermediate School 115,40.6766667,-73.8838889,education,formal_education,school,,1249,Brooklyn,Cypress Hills,66.0,305
357619510,Intermediate School 392,Intermediate School 115,40.6655556,-73.9180556,education,formal_education,school,,1156,Brooklyn,Brownsville,4.0,316
357619574,Magen David Yeshiva,Magen David Yeshivah High School,40.6068617,-73.9883431,education,formal_education,school,,896,Brooklyn,Gravesend (West),49.0,311
357619619,Middle School K002,Middle School 198,40.6564376,-73.9515241,education,formal_education,school,,1113,Brooklyn,Prospect Lefferts Gardens-Wingate,61.0,309
357619642,Most Precious Blood School,Most Precious Blood School,40.5908414,-73.9870193,education,formal_education,school,,791,Brooklyn,Gravesend (South),47.0,313
357619857,Secondary School for Law,Secondary School for Journalism,40.6692986,-73.9783679,education,formal_education,school,,661,Brooklyn,Park Slope,42.0,306
357619920,Teachers Preparatory School,Teachers Preparatory Secondary School,40.6661111,-73.9238889,education,formal_education,school,,1152,Brooklyn,East Flatbush-Remsen Village,4.0,316
357619923,Teachers Preparatory Secondary School,Teachers Preparatory Secondary School,40.666194,-73.9239754,education,formal_education,school,,1152,Brooklyn,East Flatbush-Remsen Village,4.0,316
357619986,Yeshiva Jesode Hatorah,Yeshiva Jesode Hatorah,40.7061623,-73.9631007,education,formal_education,school,,981,Brooklyn,South Williamsburg,64.0,301
357620024,Yeshiva Sharie Torah,Yeshiva Jesode Hatorah,40.7030556,-73.9508333,education,formal_education,school,,960,Brooklyn,South Williamsburg,64.0,301
357620031,Yeshiva Torah Temimah,Yeshiva Torah Temimah,40.6347222,-73.9719444,education,formal_education,school,Q8052841,313,Brooklyn,Kensington,50.0,312
357620034,Yeshiva Torah Vodaath,Yeshiva Torah Temimah,40.6380556,-73.9691667,education,formal_education,school,Q2903923,941,Brooklyn,Kensington,50.0,312
357620046,Yeshiva Yesode Hatorah,Yeshiva Jesode Hatorah,40.7025848,-73.9597653,education,formal_education,school,,982,Brooklyn,South Williamsburg,64.0,301
357620116,Bronx High School of Letters,Bronx High School of Visual Art,40.8135702,-73.9260652,education,formal_education,school,,2084,Bronx,Mott Haven-Port Morris,21.0,201
357620119,Intermediate School 224,Intermediate School 115,40.8134846,-73.9260685,education,formal_education,school,,2084,Bronx,Mott Haven-Port Morris,21.0,201
357620122,Middle School 203,Middle School 198,40.8136843,-73.9260669,education,formal_education,school,,2084,Bronx,Mott Haven-Port Morris,21.0,201
357620128,Middle School 201,Middle School 198,40.8163123,-73.8853425,education,formal_education,school,,301,Bronx,Hunts Point,40.0,202
357620244,Lenox Health Greenwich Village,Northwell Health,40.7377778,-74.0008333,medical,medical_practice,hospital,Q7056650,59,Manhattan,West Village,10.0,102
357620356,Fashion Institute of Technology,Fashion Institute of Technology,40.7472611,-73.9945507,education,formal_education,school,,77,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
357620637,Ethical Culture School,Ethical Culture Fieldston School,40.7708333,-73.9801592,education,formal_education,school,,135,Manhattan,Upper West Side-Lincoln Square,28.0,107
357620861,Terence Cardinal Cooke Health Care Center,Terence Cardinal Cooke Health Care Center,40.7937799,-73.9510465,medical,social_facility,general_social_facility,,158,Manhattan,East Harlem (South),37.0,111
357621094,All Saints School,All Saints High School,40.8085961,-73.9379756,education,formal_education,school,,190,Manhattan,East Harlem (North),37.0,111
357621272,Planetarium Station New York Post Office,United States Postal Service,40.7850999,-73.9746497,life_service,postal_service,post_office,Q668687,159,Manhattan,Upper West Side (Central),28.0,107
357621275,Saint Mark the Evangelist Preschool,Saint Mark the Evangelist Preschool,40.8156402,-73.9382199,education,formal_education,school,,2278,Manhattan,Harlem (North),70.0,110
357621298,Thurgood Marshall Academy for Learning,Thurgood Marshall Academy Lower School,40.8171503,-73.9474899,education,formal_education,school,,202,Manhattan,Harlem (North),70.0,110
357621395,Intermediate School 195,Intermediate School 115,40.8197222,-73.9566667,education,formal_education,school,,2098,Manhattan,Manhattanville-West Harlem,18.0,109
357621430,Junior High School 13,Junior High School 115,40.7935953,-73.9487701,education,formal_education,school,,164,Manhattan,East Harlem (South),37.0,111
357621490,Middle School 224,Middle School 198,40.785306,-73.9423388,education,formal_education,school,,154,Manhattan,East Harlem (South),37.0,111
357621498,Middle School 260,Middle School 198,40.7441667,-74.0005556,education,formal_education,school,,71,Manhattan,Chelsea-Hudson Yards,59.0,104
357621643,Public School/Intermediate School 176,Public School/Intermediate School 155 Nicholas Herkimer,40.8663889,-73.9241667,education,formal_education,school,,237,Manhattan,Inwood,7.0,112
357621742,Saint Mark the Evangelist School,Saint Mark the Evangelist Preschool,40.8157285,-73.938129,education,formal_education,school,,2278,Manhattan,Harlem (North),70.0,110
357623648,Gospel Tabernacle,Gospel Tabernacle Church,40.6483333,-73.9552778,life_service,general_service,worship_service,,1108,Brooklyn,East Flatbush-Erasmus,5.0,317
357623953,Metropolitan Station Brooklyn Post Office,United States Postal Service,40.7019444,-73.9411111,life_service,postal_service,post_office,Q668687,940,Brooklyn,East Williamsburg,64.0,301
357624050,Greenpoint Station Brooklyn Post Office,United States Postal Service,40.7263494,-73.954515,life_service,postal_service,post_office,Q668687,2023,Brooklyn,Greenpoint,64.0,301
357624262,Brevoort Post Office,United States Postal Service,40.6787641,-73.9509097,life_service,postal_service,post_office,Q668687,737,Brooklyn,Bedford-Stuyvesant (West),2.0,303
357628362,Power Playground,Purple Playground,40.6183333,-73.9272222,sports,sports_facility,multi_purpose_sports_facility,Q49545625,1052,Brooklyn,Flatlands,67.0,318
357630669,Knowledge And Power Preparatory VII Middle School,Knowledge And Power Preparatory International High School,40.6922222,-73.9586111,education,formal_education,school,,727,Brooklyn,Bedford-Stuyvesant (West),2.0,303
357630693,Lyons Community School,New York City Department of Education,40.7095462,-73.9447343,education,formal_education,school,Q408230,957,Brooklyn,East Williamsburg,64.0,301
357631941,Knowledge And Power Preparatory International High School,Knowledge And Power Preparatory International High School,40.8594444,-73.8886111,education,formal_education,school,,489,Bronx,Belmont,32.0,206
357632916,Bailey Playground,Bailey Playground,40.8811111,-73.9008333,sports,sports_facility,multi_purpose_sports_facility,,424,Bronx,Kingsbridge Heights-Van Cortlandt Village,43.0,208
357632925,Brust Park,Brust Park,40.8897222,-73.9036111,sports,sports_facility,multi_purpose_sports_facility,Q34811653,2249,Bronx,Riverdale-Spuyten Duyvil,43.0,208
357633910,Samuel H Young Park,Samuel H Young Park,40.8416667,-73.8386111,sports,sports_facility,multi_purpose_sports_facility,,2281,Bronx,Hutchinson Metro Center,39.0,211
357633918,Susan Caserta Playground,Susan Caserta Playground,40.8375367,-73.8539861,sports,sports_facility,multi_purpose_sports_facility,,364,Bronx,Parkchester,41.0,209
357633921,Virginia Park,Virginia Playground,40.8336414,-73.8622735,sports,sports_facility,multi_purpose_sports_facility,Q49575686,371,Bronx,Parkchester,41.0,209
357633993,Sedgwick Playground,Sedgwick Playground,40.8457076,-73.9234276,sports,sports_facility,multi_purpose_sports_facility,Q49559376,2001,Bronx,University Heights (South)-Morris Heights,45.0,205
357634901,Garden of Life,Garden of Life,40.8436111,-73.9077778,sports,sports_facility,multi_purpose_sports_facility,Q49492803,388,Bronx,Mount Eden-Claremont (West),22.0,204
357635076,Fountain of Youth Playground,Fountain of Youth Playground,40.8136111,-73.9055556,sports,sports_facility,multi_purpose_sports_facility,Q34831057,289,Bronx,Melrose,21.0,201
357635259,Hunts Point Playground,Hunts Point Playground,40.8141667,-73.8861111,sports,sports_facility,multi_purpose_sports_facility,Q34837372,2049,Bronx,Hunts Point,40.0,202
357635263,Barretto Park,Barretto Point Park,40.8130556,-73.8886111,sports,sports_facility,multi_purpose_sports_facility,Q34804944,2049,Bronx,Hunts Point,40.0,202
357635322,Bronx River Park,Bronx River Parkway,40.8313889,-73.8830556,sports,sports_facility,multi_purpose_sports_facility,Q34811180,328,Bronx,Crotona Park East,41.0,209
357635338,Stebbins Playground,Stebbins Playground,40.8227778,-73.8986111,sports,sports_facility,multi_purpose_sports_facility,Q49566052,308,Bronx,Longwood,40.0,202
357635510,Public School 1 Playground,Public School 125 Playground,40.6494444,-74.0122222,sports,sports_facility,multi_purpose_sports_facility,Q49546551,607,Brooklyn,Sunset Park (West),55.0,307
357635669,Fish Playground,Fish Playground,40.6783333,-73.9152778,sports,sports_facility,multi_purpose_sports_facility,Q49489534,787,Brooklyn,Ocean Hill,4.0,316
357635688,Howard Playground,Howard Playground,40.6716667,-73.9083333,sports,sports_facility,multi_purpose_sports_facility,Q34836041,1158,Brooklyn,Brownsville,4.0,316
357635704,Public School 125 Playground,Public School 125 Playground,40.6652136,-73.9091219,sports,sports_facility,multi_purpose_sports_facility,Q49546555,1161,Brooklyn,Brownsville,4.0,316
357637159,Hot Spot Tot Lot,Hot Spot Tot Lot,40.6311111,-73.9566667,sports,sports_facility,multi_purpose_sports_facility,,1091,Brooklyn,Flatbush,16.0,314
357637258,Evergreen Playground,Evergreen Playground,40.6861273,-73.9107597,sports,sports_facility,multi_purpose_sports_facility,Q34829271,871,Brooklyn,Bushwick (East),1.0,304
357637277,Lafayette Playground,Lafayette Playground,40.6925,-73.9302778,sports,sports_facility,multi_purpose_sports_facility,Q49512759,777,Brooklyn,Bedford-Stuyvesant (East),2.0,303
357637784,Lafayette Gardens Playground,Lafayette Gardens Playground,40.6894444,-73.9575,sports,sports_facility,multi_purpose_sports_facility,Q49512704,725,Brooklyn,Bedford-Stuyvesant (West),2.0,303
357638265,Hattie Carthan Garden,Hattie Carthan Playground,40.69,-73.9486111,sports,sports_facility,multi_purpose_sports_facility,Q34834582,739,Brooklyn,Bedford-Stuyvesant (West),2.0,303
357638323,Lentol Triangle,Lentol Triangle,40.7036498,-73.9603764,sports,sports_facility,multi_purpose_sports_facility,Q49515913,981,Brooklyn,South Williamsburg,64.0,301
357638604,Admiral Park,Admiral Park,40.7711111,-73.7377778,sports,sports_facility,multi_purpose_sports_facility,Q34802143,1985,Queens,Douglaston-Little Neck,14.0,411
357639547,Fresh Meadows Park,Fresh Meadows Park,40.7407728,-73.7850472,sports,sports_facility,multi_purpose_sports_facility,,1966,Queens,Fresh Meadows-Utopia,68.0,408
357639585,Nautilus Playground,Nautilus Playground,40.6844444,-73.77,sports,sports_facility,multi_purpose_sports_facility,Q49530587,2072,Queens,St. Albans,69.0,412
357639615,Sutter Green,Sutter Green,40.6744444,-73.8597222,sports,sports_facility,multi_purpose_sports_facility,,2318,Queens,Howard Beach-Lindenwood,65.0,410
357639618,Harold Schneiderman Playground,Harold Schneiderman Playground,40.6647222,-73.8502778,sports,sports_facility,multi_purpose_sports_facility,Q34833673,2318,Queens,Howard Beach-Lindenwood,65.0,410
357639813,Woodruff Playground,Woodruff Playground,40.6654457,-73.8661273,sports,sports_facility,multi_purpose_sports_facility,Q49582942,2292,Brooklyn,East New York-City Line,66.0,305
357639818,Belmont Playground,Belmont Playground,40.6754077,-73.8627846,sports,sports_facility,multi_purpose_sports_facility,,1268,Brooklyn,East New York-City Line,66.0,305
357640377,Beach Channel Playground,Beach Channel Playground,40.5888889,-73.8058333,sports,sports_facility,multi_purpose_sports_facility,Q34805432,2057,Queens,Rockaway Beach-Arverne-Edgemere,12.0,414
357640385,Seaside Playground,Seaside Playground,40.5802778,-73.8311111,sports,sports_facility,multi_purpose_sports_facility,Q49559223,1886,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,12.0,414
357640540,Hillside Park,Hillside Park,40.7408333,-73.7127778,sports,sports_facility,multi_purpose_sports_facility,Q49501711,1996,Queens,Glen Oaks-Floral Park-New Hyde Park,44.0,413
357640791,Laurelton Playground,Laurelton Playground,40.6705507,-73.7361294,sports,sports_facility,multi_purpose_sports_facility,,1784,Queens,Rosedale,44.0,413
357640911,Jacob Riis Playground,Jacob Riis Playground,40.7019193,-73.8352829,sports,sports_facility,multi_purpose_sports_facility,Q49506359,1473,Queens,Richmond Hill,35.0,409
357640938,Maurice A Fitzgerald Playground,Maurice A Fitzgerald Playground,40.6902778,-73.8397222,sports,sports_facility,multi_purpose_sports_facility,Q34847635,1462,Queens,Ozone Park (North),35.0,409
357640972,Ashmead Mall,Ashmead Mall,40.7028974,-73.7903521,sports,sports_facility,multi_purpose_sports_facility,Q34803478,1657,Queens,Jamaica,69.0,412
357641036,Markham Playground,Markham Playground,40.6236111,-74.1458333,sports,sports_facility,multi_purpose_sports_facility,Q34846396,1355,Staten Island,Westerleigh-Castleton Corners,23.0,501
357641118,Last Chance Pond Park,Last Chance Pond Park,40.5852778,-74.0983333,sports,sports_facility,multi_purpose_sports_facility,Q34840872,2082,Staten Island,Grasmere-Arrochar-South Beach-Dongan Hills,20.0,502
357641121,Midland Field,Midland Field,40.5761111,-74.0986111,sports,sports_facility,multi_purpose_sports_facility,,1302,Staten Island,New Dorp-Midland Beach,20.0,502
357641194,Old Town Playground,Old Town Playground,40.5956287,-74.0813998,sports,sports_facility,multi_purpose_sports_facility,Q49535328,1379,Staten Island,Grasmere-Arrochar-South Beach-Dongan Hills,20.0,502
357641196,Ocean Breeze Park,Ocean Breeze Park,40.5894444,-74.0808333,sports,sports_facility,multi_purpose_sports_facility,,1380,Staten Island,Grasmere-Arrochar-South Beach-Dongan Hills,20.0,502
357641206,Deere Park,Deere Park,40.6066667,-74.1088889,sports,sports_facility,multi_purpose_sports_facility,,2324,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,20.0,502
357641758,Grandview Playground,Grandview Playground,40.6305556,-74.1647222,sports,sports_facility,multi_purpose_sports_facility,,2183,Staten Island,Mariner's Harbor-Arlington-Graniteville,23.0,501
357641777,Mahoney Playground,Mahooney Playground,40.6433333,-74.0858333,sports,sports_facility,multi_purpose_sports_facility,Q49520814,1376,Staten Island,St. George-New Brighton,23.0,501
357641779,Davis Playground,Davis Playground,40.6422222,-74.0858333,sports,sports_facility,multi_purpose_sports_facility,Q34821856,1275,Staten Island,St. George-New Brighton,23.0,501
357641799,Public School 45 Playground,Public School 125 Playground,40.6280393,-74.1076493,sports,sports_facility,multi_purpose_sports_facility,Q49546566,1305,Staten Island,West New Brighton-Silver Lake-Grymes Hill,23.0,501
